title,address,type,latitude,longitude,about_site_label,about_site_text,about_subject_label,about_subject_text,interesting_fact,image_path,external_link
General Register House,"2 Princes St, Edinburgh EH1 3YY",building,55.9538264,-3.1893246,About the building,"A grand neoclassical building designed by Robert Adam, its foundation stone laid on 27 June 1774 as purpose-built home for Scotland's national archives - reputedly the first building anywhere in Britain or Ireland constructed specifically to store public records. Money ran out repeatedly and it wasn't fully finished until 1834, sixty years after it began. At its heart sits the Adam Dome, a 50-foot-wide rotunda lit only by a central oculus, modelled on Rome's Pantheon.",,,"Adam worked small carved thistles into the dome's otherwise thoroughly Roman-inspired anthemion frieze, a quiet Scottish signature in an imported classical language. The building still does the job it was built for nearly 250 years later, holding centuries of Scotland's birth, marriage, death and court records, and remains the seat of the Lord Clerk Register and Lord Lyon King of Arms. It was actually judged too small before it was even finished - later architects Robert Reid and Archibald Elliot were called back in to extend it and dig further storage into the basement.",5-2.jpg,https://en.wikipedia.org/wiki/General_Register_House
The Balmoral Hotel,"1 Princes St, Edinburgh EH2 2EQ",building,55.9530355,-3.1895371,About the building,"A red sandstone clock-tower landmark opened on 15 October 1902 as the North British Station Hotel, built directly above Waverley Station by the North British Railway to a design by William Hamilton Beattie. Its tower rises 190 feet, topped with four 13-foot clock dials made by Edinburgh jewellers Hamilton & Inches. Sean Connery renamed it The Balmoral during a major 1991 refurbishment, and Rocco Forte Hotels has owned it since 1997.",,,"The clock has run three minutes fast since it first started ticking in 1902, a deliberate trick to help travellers dashing for their train actually catch it - it's only ever set right once a year, at midnight on Hogmanay. J.K. Rowling finished writing Harry Potter and the Deathly Hallows in room 552 here on 11 January 2007, later signing a marble bust in the room with the date and a line from the book. The hotel became the first in Scotland to earn a five-star Forbes Travel Guide rating, and past guests have ranged from Laurel and Hardy in 1932 to Oprah Winfrey in 2010.",5-3.jpg,https://en.wikipedia.org/wiki/Balmoral_Hotel
Waverley Bridge,"Waverley Bridge, Edinburgh",architectural_point,55.9518852,-3.1917868,About the building,"A wide iron-and-stone bridge built 1894-96 by engineers Blyth and Westland, carrying traffic across the deep valley between Princes Street and Market Street/Cockburn Street below - effectively forming the roof of Edinburgh Waverley station underneath it. Category A listed since 1991, it's one of three parallel crossings of this old loch-bed valley, alongside North Bridge and the Mound. Two carriageway ramps once let cars and taxis descend straight into the station concourse; that vehicle access was closed off in January 2014, leaving the ramps to pedestrians, cyclists and deliveries.",,,"Halfway across the bridge sits the station's former parcels office, itself Category A listed, converted into a pub and restaurant back in the 1980s - so crossing this bridge today can include stopping for a pint directly above the trains rumbling through the station underneath.",5-4.jpg,https://en.wikipedia.org/wiki/Waverley_Bridge
Edinburgh Waverley Station,"Waverley Railway Station, Edinburgh EH1 1BB",building,55.9519331,-3.1895678,About the building,"Scotland's second-busiest railway station, formed in the 1860s when the North British Railway merged three separate rival Victorian stations that had grown up in this valley since 1846: the North Bridge, General and Canal Street stations. The combined name 'Waverley' had already been used informally from around 1854, borrowed from Sir Walter Scott's Waverley novels. Twenty platforms now radiate from a huge central island beneath a great glass roof, most recently reglazed with 370,000 square feet of clear panels between 2010 and 2012.",,,"A legal covenant dating back to the station's construction bans any building upward on the site, specifically to protect the view of Arthur's Seat from Princes Street above - one reason Waverley has always had to spread sideways and down into the valley rather than up, squeezed as it is between the Old and New Towns. Because it sits down in that valley, the station is almost entirely hidden from street level, with separate entrances dropping in from Waverley Bridge, Market Street and Princes Street on three different sides of the surrounding city blocks.",5-5.jpg,https://en.wikipedia.org/wiki/Edinburgh_Waverley_railway_station
Waverley Market,"3/48 Waverley Bridge, Edinburgh EH1 1BQ",building,55.9527511,-3.1907388,About the building,"A sunken plaza and shopping centre on the site of a Victorian fruit and vegetable market moved here in 1869 after the original marketplace under North Bridge was swallowed up by the growing railway. The Victorian market hall, roofed over in 1874 with an iron-and-glass structure and a rooftop garden used for entertainment, closed in November 1972 and was demolished the following year. The present shopping centre opened in November 1984, its roof deliberately built flush with Princes Street to preserve the classic view across to the Castle and Old Town, and was formally opened by the Queen on 25 July 1985.",,,"The centre has changed its name almost as often as its shop mix - Waverley Market, then Waverley Shopping Centre, then Princes Mall from 2004, then Waverley Mall from 2016 - before reverting back to its original name, Waverley Market, in a full-circle rebrand.",5-6.jpg,https://en.wikipedia.org/wiki/Waverley_Market
Fruitmarket Gallery,"45 Market St, Edinburgh EH1 1DF",gallery,55.9513094,-3.1894434,About the gallery,"A contemporary art gallery occupying a building put up in 1938 as a genuine fruit and vegetable market, right beside the railway that once carried the produce in. Founded in 1974 and renovated by Richard Murphy Architects in 1994, it shows international and Scottish contemporary art free of charge, alongside talks and events. A £4.3 million expansion completed in 2021 converted a neighbouring former fruit warehouse - later the Electric Circus nightclub - into a second exhibition wing, roughly doubling the gallery's footprint.",,,"In 2011 the gallery commissioned artist Martin Creed to reclad the nearby Scotsman Steps in 104 different marbles sourced from quarries around the world - a free public artwork just a couple of minutes' walk from the gallery's own front door on Market Street, and one of Scotland's contributions to that year's Edinburgh Art Festival.",5-7.jpg,https://en.wikipedia.org/wiki/Fruitmarket_Gallery
Scotsman Steps,"Scotsman Steps, Edinburgh EH1 1BU",architectural_point,55.9511711,-3.1885059,About the building,"An enclosed stone staircase built between 1899 and 1902 inside an octagonal tower, linking North Bridge above down to Market Street and Waverley Station below - built at the same time as, and as part of, the grand new headquarters going up next door for The Scotsman newspaper. For decades afterwards the 104 steps were a dark, neglected shortcut, better known for litter and antisocial behaviour than for anything else.",,,"In 2011, Turner Prize-winning artist Martin Creed reclad every one of the 104 steps in a different marble drawn from quarries on every continent, a permanent public artwork titled Work No. 1059 and commissioned by the neighbouring Fruitmarket Gallery. Creed described climbing it as being 'like walking through the world' - and the £250,000 installation transformed the once-neglected passage into a genuine, free-to-visit piece of public art.",5-8.jpg,https://en.wikipedia.org/wiki/The_Scotsman_Steps
The Scotsman Hotel,"20 North Bridge, Edinburgh EH1 1TR",building,55.951068,-3.188246,About the building,"A dramatic Edwardian building completed in 1902 to designs by Dunn & Findlay as headquarters for The Scotsman newspaper, then Scotland's leading national daily. Built in pinkish sandstone with baronial turrets and ornate gables in a Scots Renaissance style, it was deliberately designed to command the skyline from its North Bridge position. Printing presses ran in the lower floors and editorial staff worked the middle ones, while - in a nod to older ways of getting news out fast - a pigeon loft once occupied the attic. Sitting right beside Waverley Station let finished papers reach the trains within minutes of coming off the press.",,,"The Scotsman finally moved out in 1999, and the building reopened in 2001 as a luxury hotel, keeping its oak-panelled Edwardian reception hall as a bar and turning the old basement printing-press room into a fitness suite - so guests now work out in the very room where the next day's headlines used to roll off the presses. A ceremonial staircase of Carrara marble still winds up through the building's core, unchanged from the newspaper's day.",5-9.jpg,https://en.wikipedia.org/wiki/The_Scotsman_Hotel
Jinglin' Geordie,"22 Fleshmarket Cl, Edinburgh EH1 1DY",building,55.9509642,-3.188842,About the building,"A historic pub on Fleshmarket Close named after George Heriot, the wealthy 16th and 17th-century Edinburgh goldsmith and moneylender nicknamed 'Jinglin' Geordie' for the coins that jingled in his pockets as he walked the Old Town. Heriot lived on this very close with his first wife, Christian Marjoribanks, and lent substantial sums to King James VI and Queen Anne. Inside, the pub keeps a long-case clock, stained-glass thistle and saltire windows, and old prints and photographs of Edinburgh.",,,"When Heriot died in 1624 he left almost his entire fortune to found a hospital school for 'fatherless boys, freemen's sons of the town of Edinburgh' - that bequest became George Heriot's School, still one of Edinburgh's best-known independent schools today, funded by a goldsmith who once lived and worked just a few steps from where his namesake pub now stands.",5-10.jpg,https://www.edinburghexpert.com/blog/edinburghs-local-heroes-jinglin-george-heriot
Halfway House,"24 Fleshmarket Cl, Edinburgh EH1 1BX",building,55.950995,-3.1888609,About the building,"Widely reckoned Edinburgh's smallest pub, tucked exactly halfway up the steep flight of steps that make up Fleshmarket Close between Market Street and Cockburn Street. The tiny bar counter fits no more than about four people at once, with a couple more tables and booths squeezed in around it, decorated throughout with railway memorabilia fitting for a pub standing this close to Waverley Station.",,,"Despite its size it punches well above its weight: CAMRA named it Scottish and Northern Ireland Pub of the Year in 2005 and Edinburgh Pub of the Year in 2009. It takes cask ale seriously too, with four handpumps of guest beers rotating daily alongside its own house-label Tullibardine malt whisky behind the bar. It now operates as part of the Old Town Pub Co, one of fifteen Old Town venues run by Bruce Group Scotland, though it still trades and is reviewed as a genuine free house rather than a chain outlet.",5-11.jpg,https://edinburgh.org/point-of-interest/the-halfway-house/
Fleshmarket Close,"Market St & Fleshmarket Cl, Edinburgh EH1 1DE",history,55.951180597773764,-3.188936293263682,About this address,"A steep, narrow medieval alley climbing from Market Street, just behind Waverley Station, up to Cockburn Street and the High Street above. It takes its name from the flesh (meat) market once held here - butchers hung carcasses along the passage, with blood running down the slope toward the old Nor Loch that used to fill the valley now occupied by Princes Street Gardens. The market had moved here from beside the Tron Kirk by the late 17th century, and the close remains one of the most-used routes between the railway station and the Old Town today.",,,"It lent its name to Fleshmarket Close, the fifteenth Inspector Rebus novel by Edinburgh crime writer Ian Rankin, published in 2004, and long housed the Jinglin' Geordie pub, once a favourite haunt of journalists from the Evening News and The Scotsman until both papers moved out to Holyrood in 1999. More recently, in June 2025, the close was used to film J. J. Abrams's The Great Beyond, starring Glen Powell, Jenna Ortega, Emma Mackey and Samuel L. Jackson.",5-12.jpg,"https://en.wikipedia.org/wiki/Fleshmarket_Close,_Edinburgh"
The Booking Office,"17 Waverley Bridge, Edinburgh EH1 1BQ",building,55.951772,-3.1915082,About the building,"The single-storey building at 17 Waverley Bridge began life as Edinburgh Waverley's original booking office, built by the North British Railway Company as the station was rebuilt through the 1890s. Passengers bought tickets here until the office became the station's parcels office around 1984, after which its timber-panelled counters were cleared out. Grade A listed and sitting directly above the station concourse - forming part of Waverley's own roof - the building later passed through spells as licensed premises and a restaurant before J D Wetherspoon opened The Booking Office here in March 2016.",,,"The pub's entrance floor carries a replica of the mosaic that once covered the real Victorian booking hall nearby, showing the North British Railway Company's coat of arms - the original, laid between 1892 and 1902, was ripped out with the old wood-panelled ticket counters in 1970. Photographs on the walls recall the station's steam-age heyday: the Flying Scotsman at the platform, 1945 refreshment trolleys, and the sleek 1960s Elizabethan express, alongside fragments salvaged from the very booking office the pub now occupies.",5-13.jpg,https://www.jdwetherspoon.com/pub-histories/the-booking-office-edinburgh/
The Edinburgh Dungeon,"31 Market St, Edinburgh EH1 1DF",building,55.9511302,-3.1909113,About the building,"The Edinburgh Dungeon occupies a Category B listed row of buildings at 31-39 Market Street, sunk down in the valley behind Waverley Station - a fittingly gloomy, half-underground setting for what's inside. Opened in 2000 by Vardon Attractions (now part of Merlin Entertainments, which also runs the original London Dungeon), it takes visitors through roughly 500 years of Scotland's darker history using live actors, sets and special effects rather than static displays - eleven shows and a ride, staffed by around fifteen actors, spread through the building's vaulted rooms.",,,"The cast of characters leans into Edinburgh's grislier past: Burke and Hare, the 1820s body-snatchers-turned-murderers who sold corpses to anatomists; Agnes Finnie, tried as a witch in 1644; and the legend of Sawney Bean, Scotland's supposed cannibal cave-dweller. The finale is the Drop Ride to Doom, a free-fall drop staged as a mock execution. A £500,000-plus refit in November 2016 rebuilt the Witch Hunt show around a new steel structure and an effects combination Merlin billed at the time as a world first for the format.",5-14.jpg,https://en.wikipedia.org/wiki/Edinburgh_Dungeon
City Art Centre,"2 Market St, Edinburgh EH1 1DE",gallery,55.9510817,-3.1894031,About the gallery,"A nine-storey iron-framed warehouse clad in restrained Beaux Arts stone, built 1899-1902 by architects Dunn and Findlay - the same firm and years as The Scotsman Hotel further up North Bridge - originally as an extension of the newspaper's works before it became part of Edinburgh's wholesale fruit and vegetable market. The City of Edinburgh Council converted it into a public gallery in 1980, a scheme by City Architect Brian Annable that won a RIBA Award for Architecture in 1983, and a 1990s expansion opened it out into six full floors of neutral, flexible gallery space.",,,"The council's own collection here runs to around 4,800 works of Scottish art from the 17th century to today - paintings, photography, sculpture and contemporary media by names like J.D. Fergusson, Joan Eardley and Eduardo Paolozzi - though with no permanent display, what's actually on the walls changes with each exhibition. A 1961 bequest from Edinburgh resident Jean Watson has quietly funded more than 900 acquisitions to the collection since, still shaping what turns up on show today.",5-15.jpg,https://en.wikipedia.org/wiki/City_Art_Centre
Metal Thistle Sculpture,"6 Market St, Edinburgh",monument,55.95105286757625,-3.189573342687189,About the monument,"Officially titled 'Blawn Wi' The Wind' (Scots for 'Blown with the Wind'), this hand-forged thistle sculpture stands outside the Market Street Hotel at 6 Market Street. It's the work of blacksmith and metalwork artist Kev Paxton and his team at ArtFe, based in Ratho just outside Edinburgh, who built it from mild steel and reclaimed scrap - old farmers' fencing wire and parts salvaged from past exhibition stands among it - forged into Scotland's national flower caught mid-gust, its heads and leaves bent and rippling as though genuinely blown by the wind.",,,"After dark the sculpture is lit from below in purple LED, the thistle's traditional colour, making it glow against the surrounding stonework. Paxton has described the piece as a nod to the plant's old reputation for a 'don't mess with me' resilience - its spiked defiance standing in for courage and determination. Getting a permanently lit sculpture fixed into a public footpath inside a UNESCO World Heritage Site was its own undertaking: architects Leask, working alongside Paxton, had to navigate the 'complexities of consents, permits and logistics' the site demanded before it could go in.",5-16.jpg,https://www.leaskarchitects.co.uk/thistle.html
Waverley Steps,"Waverley Steps, Edinburgh",architectural_point,55.9529562,-3.1901002,About the building,"This broad stairway down from Princes Street into Waverley station's concourse first opened in 1902, built alongside the North British Hotel next door - now the Balmoral - by the same North British Railway Company that owned them both. Flanked by original 1902 shopfronts to the east and Waverley Market to the west, the steps stayed largely unchanged for over a century until Network Rail rebuilt them in 2010-2012: a new escalator and lift were added for accessibility, all sheltered under a glass-and-steel canopy by Jefferson Sheard Architects, its frameless glass panels held up on branching steel 'tree' columns running down the centre of the stairs.",,,"Before the canopy, older Edinburgh residents remember the open steps as one of the windiest spots in the city centre - a funnel between the valley and Princes Street catching gusts from every direction. The £7 million rebuild had to satisfy tight heritage constraints: Waverley is a Grade A listed station inside a UNESCO World Heritage Area, so every part of the new structure needed sign-off before a single glass panel went up. The steps can still be gated shut at the top today, whenever the station closes for the night.",5-17.jpg,https://en.wikipedia.org/wiki/Waverley_Steps
Cockburn Street,"Cockburn St, Edinburgh",architectural_point,55.9506043,-3.1898374,About the building,"Cockburn Street was cut through the Old Town's solid tenement blocks between 1856 and 1864, curving from the High Street down to Market Street to ease the gradient for carriages heading to the new Waverley Station below. It was built by the High Street and Railway Station Access Company under the Railway Station Acts of 1853 and 1860. Most of its ornate buildings went up under architects Peddie & Kinnear, whose interlocking 'PK' monogram is still carved into stonework along the street today. It took its name from Henry, Lord Cockburn, an Edinburgh judge and early defender of the Old Town's character, who died in 1854 before construction began.",,,"Lord Cockburn never saw the street bearing his name, and the irony runs deeper: shortly before his death he'd campaigned loudly against Old Town 'improvement' schemes that swept away historic buildings much like the ones demolished to build this one. Its curving pavement is now known for independent shops selling records, comics, tattoos and vintage clothes, a countercultural reputation quite different from the grand retail parade its builders had in mind.",6-1.jpg,"https://en.wikipedia.org/wiki/Cockburn_Street,_Edinburgh"
Craig's Close,"1 Craig's Close, Edinburgh EH1 1BN",history,55.9508035,-3.190008,About this address,"One of the Old Town's oldest closes, named after John Craig, a burgess who acquired the land through marriage, Craig's Close was for two centuries a hub of Edinburgh printing. Andro Hart printed an influential Scottish edition of the Bible from a house at its head around 1610, and Edinburgh's first regular newspaper, the Edinburgh Courant, rolled off presses here from 14 February 1705. Its original High Street entrance, once almost directly opposite the Mercat Cross, was sealed off in 1932 when the council's municipal offices were extended; today the close survives only as a short, narrow passage between Cockburn Street and Market Street.",,,"A plaque near the foot of the close's steps commemorates poet Robert Fergusson's membership of the Cape Club, a boisterous eighteenth-century dining and drinking society for Edinburgh's writers and artists. Barely wide enough for two people to pass, the close is easy to miss entirely from Cockburn Street, yet across two centuries it printed some of the earliest scripture and news ever set in type in Scotland.",6-2.jpg,https://curiousedinburgh.org/2018/04/24/craigs-close/
Old Fishmarket Close,"Old Fishmarket Close, Edinburgh",history,55.94982830762838,-3.189739783326646,About this address,"Old Fishmarket Close plunges steeply from the High Street down to the Cowgate, named for a fish market once held partway down its length; its earliest recorded name, Swift's Wynd, dates back to 1427. During the 'Lang Siege' of 1573 the close was bombarded along with much of the Royal Mile, and in April 1585 a girl working here became the first recorded victim when plague reached Edinburgh. George Heriot, the goldsmith later famous for endowing George Heriot's School, lived in the close in 1586. In 1705 a Dutchman named Abraham Sever reportedly kept a touring elephant in a flat here, to the fury of a baker below whose ovens suffered from the animal's droppings.",,,"The close has been renamed repeatedly over the centuries: Home Close in 1707, Gourlay's Close in 1756, and Carmichael's Close in 1722, before finally settling on 'Old Fishmarket Close' for the market once held partway down its slope. A quirky cast-metal sign of leaping fish, in silver and bright pink, still swings above its High Street archway today, keeping the old market's memory alive long after the last stall closed.",6-3.jpg,https://en.wikipedia.org/wiki/Old_Fishmarket_Close
Anchor Close,"Anchor Close, Edinburgh",history,55.95051662272092,-3.1895457925954274,About this address,"Recorded from 1714, Anchor Close took its name from a tavern that stood at its head, and it originally ran unbroken from the High Street down to Market Street until Cockburn Street was carved through the middle of it in the 1850s, splitting it in two. Its most notable resident was printer William Smellie, who ran his press from the close and produced the first edition of the Encyclopaedia Britannica between 1768 and 1771, as well as the first Edinburgh-printed volume of Robert Burns's poems in 1787. Sir Walter Scott's parents lived in the close until 1771, not long before the novelist was born nearby.",,,"Smellie also founded the Crochallan Fencibles, a rowdy Edinburgh drinking club that met in a tavern in the close, taking its odd name from 'Crodh Chailein' (Colin's Cattle), a favourite song of the landlord, paired with 'Fencibles', the term for home-defence militia regiments. Robert Burns was introduced to the club by Smellie in 1787 and became a member, reportedly composing some of his bawdier verses purely for the group's private amusement.",6-4.jpg,https://canmore.org.uk/site/52309/edinburgh-243-high-street-anchor-close
Tron Kirk Market,"122 High St, Edinburgh EH1 1SG",history,55.9500329,-3.1877519,About this address,"The Tron Kirk's foundation stone was laid on 4 March 1637, commissioned by Charles I after St Giles' up the street became Edinburgh's cathedral and its displaced parish needed a church of its own. Designed by master mason John Mylne, blending Gothic tracery with Dutch-influenced classical detailing, it wasn't finished until the 1640s because of the Wars of the Covenant. Its original steeple was destroyed in the Great Fire of Edinburgh in 1824; the current spire, by R. & R. Dickson, replaced it in 1828. The congregation held its final service here in 1952, merging with St Giles'. The kirk's name comes from the tron, a weighing beam that stood outside until around 1800, taxing goods sold nearby.",,,"Restoration in the 1970s uncovered the cobbled surface of Marlin's Wynd beneath the floor, a paved street thought to be among the oldest in Scotland, named after mason Walter Merlioun who lived there around 1500; part remains visible under glass panels today. After decades as a heritage centre, the building reopened in July 2022 as Tron Kirk Market, run by the Scottish Design Exchange, where local makers sell jewellery, art and craft from stalls inside the old nave.",6-5.jpg,https://en.wikipedia.org/wiki/Tron_Kirk
The Milkman,"52 Cockburn St, Edinburgh EH1 1BP",architectural_point,55.95038532739739,-3.188547069880059,About the building,"The Milkman occupies one of Cockburn Street's most photographed corners: a slender stone tower wedged onto a genuinely triangular plot near the foot of the street, its steeply pitched roof narrowing up to a single ornamental point. The shop itself is barely wider than its own doorway, its floor plan following the wedge of ground it sits on so tightly that there's room for little more than a till and a handful of customers. It's part of a Baronial-styled terrace built in 1859, when Cockburn Street was cut through the Old Town to give Waverley Station a direct route down from the High Street - its deliberate curve was designed to disguise the fact it slices diagonally across the medieval street pattern above it.",,,"Before it sold coffee, the building was a confectioner's - a hand-painted fascia sign uncovered during a 2016 restoration still reveals that former trade. Edinburgh World Heritage contributed more than £6,000 toward the project, which repaired the shop's original timber shutters (still slid into slots beneath the windows each night) and the antique lettering, carried out in partnership with shop owner Mark Donald.",6-6.jpg,https://ewh.org.uk/the-milkman/
Sir Chris Hoy Gold Post Box,"Hunter Square, Edinburgh EH1 1QW",monument,55.9498936,-3.1878951,About the monument,"This ordinary Victorian pillar box was painted gold in August 2012, one of two in Edinburgh honouring Sir Chris Hoy after his double gold-medal haul at the London Olympics - this one in Hunter Square marking his win in the men's keirin, with a second box on Hanover Street for his team sprint gold. Royal Mail repainted a post box gold in the hometown of every British Olympic and Paralympic gold medallist that summer, the first time in modern history the colour of the country's post boxes had ever changed from their traditional red.",,,"The gold paint job was meant to be temporary, quietly restored to red once the games ended - but the public reaction was so strong that Royal Mail made the change permanent that November, adding a small plaque naming the athlete and medal to every box. Hoy, born and raised in Edinburgh, won his second gold of the games in the team sprint days later, becoming Britain's most decorated Olympic cyclist and, within months, Sir Chris Hoy.",6-7.jpg,https://en.wikipedia.org/wiki/2012_Summer_Olympics_and_Paralympics_gold_post_boxes
Adam Smith Statue,"192 Royal Mile, Edinburgh EH1 1RF",statue,55.9498383,-3.1899599,About the statue,"Ten feet of bronze on a tall stone plinth, this is the world's first major public monument to Adam Smith, the Kirkcaldy-born economist whose 1776 book The Wealth of Nations helped found modern economics. Sculpted by Alexander Stoddart, Scotland's leading monumental sculptor, and funded entirely by private donations gathered by the Adam Smith Institute, it was unveiled on 4 July 2008 by Nobel laureate economist Vernon L. Smith, on the very stretch of the Royal Mile Smith himself lived just off, further down toward the Canongate.",,,"Stoddart packed the statue with symbolism: a plough behind Smith represents the agrarian economy his ideas displaced, a beehive in front stands for the industriousness he saw as progress's engine, and a globe sits half-hidden beneath his gown-covered hand, angled toward Leith's harbour and his native Fife. His clothing deliberately borrows from America too - the neckwear modelled on Thomas Jefferson's, the wig on George Washington's - a nod to Smith's advocacy of free trade with the American colonies.",7-1.jpg,https://www.adamsmith.org/the-adam-smith-statue
Mercat Cross,"High St, Edinburgh EH1 1RF",monument,55.9496629,-3.1901921,About the monument,"A market cross first recorded in a charter of 1365, historically the spot from which Edinburgh's royal proclamations were read and, for centuries, the symbolic heart of the burgh's civic and trading life. The medieval cross was demolished in 1756; its carved shaft was eventually salvaged and re-erected at Drum House in Gilmerton, while five of its eight heraldic panels were bought by Sir Walter Scott for Abbotsford. In 1885 the old shaft and its unicorn were reunited here in Parliament Square on a new octagonal base, paid for personally by former Prime Minister William Gladstone, whose family hailed from Edinburgh.",,,"Gladstone composed the Latin inscription still carved above the cross's door, lamenting the 1756 demolition of 'this ancient monument' by a 'misguided hand'. The unicorn crowning the column, added in 1869, is a Victorian recreation based on old descriptions of the original. The cross has since proclaimed the accession of monarchs, most recently Elizabeth II in 1952, and the end of the Second World War, and underwent a fresh three-month conservation in 2018 that restored its heraldry, replaced its roof, and trained local apprentices in traditional lime-mortar repointing.",7-2.jpg,"https://en.wikipedia.org/wiki/Mercat_Cross,_Edinburgh"
Edinburgh City Chambers,"253 High St, Edinburgh EH1 1YJ",building,55.950244,-3.1902986,About the building,"Built from 1753 as the Royal Exchange, a grand quadrangle designed by John Adam (with amendments by John Fergus) meant to lure Edinburgh's merchants off the street and into proper trading rooms, funded by public subscription and opened by Lord Provost George Drummond in 1760. It never really worked: merchants kept right on doing business at the Mercat Cross outside, so the Town Council gradually took the building over instead, buying its north range as council offices in 1811 and the rest by 1893. It has served as Edinburgh's seat of local government - Town Council, Corporation, District Council and now City of Edinburgh Council - ever since.",,,"Because the site drops steeply toward the Cowgate, the Royal Exchange's builders simply built over the top of an entire buried close of existing tenements rather than levelling it first - the mostly intact 17th-century street now survives sealed beneath the building as Real Mary King's Close. Category A listed since 1970, the Chambers' quadrangle has also stood in for other cities on screen, doubling as Stirling in Braveheart (1995) and appearing in the TV series Belgravia (2019).",7-3.jpg,https://en.wikipedia.org/wiki/Edinburgh_City_Chambers
Real Mary King's Close,"2 Warriston's Cl, Edinburgh EH1 1PG",history,55.949921,-3.1905063,About this address,"A genuine 17th-century Old Town street, sealed beneath Edinburgh's Royal Exchange when it was built over from 1753 rather than being demolished outright. Below street level, Mary King's Close - named for a prominent 17th-century fabric merchant who traded here - survives largely intact, its tenement walls, fireplaces and cobbled surface preserved in the dark exactly where the builders left them. The close, and the plague and poverty its former residents lived through, opened to the public as a heritage attraction in 2003 and now draws around a quarter of a million visitors a year.",,,"The close's reputation for hauntings partly rests on a very ordinary cause: escaping biogas from old drains and the buried Nor Loch marshland below is thought to have produced eerie lights and possibly hallucinations for past visitors. Its best-known ghost has a gentler origin, though - after a Japanese psychic named Aiko Gibo sensed a distressed little girl asking after a lost doll during a 1990s TV documentary, she left a doll behind for her, naming her 'Annie'. Visitors have been leaving toys and gifts in the room ever since.",7-4.jpg,https://en.wikipedia.org/wiki/Real_Mary_King%27s_Close
Parliament House,"11 Parliament Sqr, Edinburgh EH1 1RQ",building,55.9490248,-3.1907781,About the building,"Built between 1632 and 1640 to a design by James Murray, the Crown's Master of Works, this was the world's first purpose-built parliament building, raised so Scotland's Parliament, Court of Session and other courts could finally leave their cramped, shared quarters inside St Giles' and the old Tolbooth. Its centrepiece, Parliament Hall, is a vast 122-by-49-foot chamber roofed with an elaborate oak hammerbeam structure carved by master wright John Scott in 1637. Scotland's Parliament sat here for the last time on 28 April 1707, ratifying the Union with England; the building has housed the Court of Session, Scotland's supreme civil court, ever since.",,,"For generations, advocates without a case to argue simply paced the length of Parliament Hall to pass the time and be seen - a custom Robert Louis Stevenson described in 1878 as governed by 'ferocious custom', noting some men walked there 'daily for ten or twenty years without a rag of business or a shilling of reward'. Lawyers still discuss cases while walking its length today, partly because pacing up and down makes it harder for eavesdroppers to follow any one conversation.",7-5.jpg,"https://en.wikipedia.org/wiki/Parliament_House,_Edinburgh"
St Giles' Cathedral,"High St, Edinburgh EH1 1RE",building,55.9494837,-3.1908918,About the building,"The High Kirk of Edinburgh has stood on this site since at least 1124, though the present Gothic building mostly dates from the 14th and 15th centuries, crowned by a distinctive open crown steeple built around 1460-1467 - one of only two such medieval crown spires surviving in Scotland. John Knox, leader of the Scottish Reformation, preached here from 1559 until his death in 1572 and is buried, rather incongruously, beneath what is now a numbered parking space outside. Despite its popular name, St Giles' has only ever briefly been a true cathedral - the seat of a bishop - during two short-lived Stuart attempts to impose bishops on the Church of Scotland.",,,"On 23 July 1637, the introduction of a new prayer book here supposedly triggered a riot when market trader Jenny Geddes hurled her folding stool at the Dean's head rather than hear him read from it - a protest, if it happened as told, that helped spark the National Covenant and eventually the Wars of the Three Kingdoms. Two-and-a-half centuries later, the ornate Thistle Chapel was added in 1911 for the Order of the Thistle, Scotland's highest order of chivalry, designed by Robert Lorimer and opened by King George V.",7-6.jpg,https://en.wikipedia.org/wiki/St_Giles%27_Cathedral
Signet Library,"Parliament Sqr, Edinburgh EH1 1RF",building,55.9491736,-3.1912569,About the building,"Home to the WS Society (Writers to the Signet), Scotland's oldest body of solicitors, whose role keeping the monarch's private seal traces back to 1594. The current building was begun in 1810 to designs by Robert Reid, with William Stark responsible for its two great libraries: a Lower Library finished in 1815 and, above it, an Upper Library completed in 1822 in time for a royal visit that would define its reputation. William Playfair and William Burn later carried out further alterations, and the building has been Category A listed as a classical masterpiece ever since.",,,"When George IV toured Edinburgh in August 1822 - the first reigning monarch to visit Scotland in nearly two centuries - he was shown into the newly finished Upper Library ahead of that evening's state banquet next door in Parliament Hall, and reportedly declared it 'the most beautiful drawing room in Europe'. Records of the Writers to the Signet themselves stretch back even further, to 1369, making the society considerably older than the grand rooms it eventually built to house its library.",7-7.jpg,https://en.wikipedia.org/wiki/Signet_Library
